	featureCounts on dataset 110 and 121: egtBmutant	featureCounts on dataset 109 and 121: egtBmutant 2	featureCounts on dataset 108 and 121: egtBmutant3	featureCounts on dataset 113 and 121: wildtype 1	featureCounts on dataset 112 and 121: wildtype 2	featureCounts on dataset 111 and 121: wildtype 3
gene-BTH_RS00005	476.211872484341	606.020382958063	509.737487818746	386.71435536325	454.09268210842	401.605033906864
gene-BTH_RS00010	393.308591039698	549.791687632058	335.459651074392	611.413718953369	585.855786509185	625.934821239037
gene-BTH_RS00015	132.066855324605	149.943187536016	143.048860217909	252.666237170004	283.127331770238	218.858329104558
gene-BTH_RS00020	249.673835978632	257.937983320884	297.178970171008	238.200612904546	265.704111353608	264.818578216516
gene-BTH_RS00025	1559.73848113292	1852.86938883791	1649.0914378642	2276.88925938313	2288.97558223477	2277.22091433293
gene-BTH_RS00030	935.071895363989	939.822479020384	1037.60792974962	1242.11493692735	1398.21343843456	1158.85485260864
gene-BTH_RS34740	203.402237032785	170.471123924875	169.24090504654	246.879987463821	261.348306249451	196.972496194102
gene-BTH_RS00040	43.3796240117314	68.7239609540072	48.3545442990115	82.9362457886273	78.4044918748352	80.9775817686866
gene-BTH_RS00045	0	0	0	0	0	0
gene-BTH_RS00050	203.402237032785	204.386844915164	251.846584890685	251.701862218974	231.946621796387	214.481162522467
gene-BTH_RS00055	119.534963943438	141.017997801729	173.270450404791	148.513742458705	126.318348020568	133.503580753781
gene-BTH_RS00060	125.318913811669	140.1254788283	142.041473878346	127.297493536033	119.784640364331	121.46637265303
gene-BTH_RS00065	185.086395783387	166.008529057732	182.336927460856	149.478117409735	133.941006952843	154.295122018714
gene-BTH_RS00070	293.053459990363	242.765160772597	335.459651074392	233.378738149393	215.612352655797	225.424078977695
gene-BTH_RS00075	110.859039141091	74.9715937680078	91.6721569002093	93.5443702499633	99.0945661195833	55.8088739216624
gene-BTH_RS00080	61.6954652611292	53.5511384057199	47.3471579594488	74.2568712293523	52.2696612498901	60.1860405037535
gene-BTH_RS00085	241.961902820991	227.59233822431	242.78010783462	288.348110358134	305.995308567065	252.781370115765
gene-BTH_RS00090	75.1913482870012	83.0042645288658	52.3840896572625	96.437495103055	75.137638046717	78.788998477641
MSTRG.18.1	12.5318913811669	15.1728225482873	9.06647705606466	16.3943741675193	18.5121716926694	16.4143746828419
gene-BTH_RS00095	0	0	0	0	0	0
gene-BTH_RS00100	0	0	0	0	0	0
gene-BTH_RS00105	0	0	0	0	0	0
MSTRG.18.5	0	0	0	0	0	0
gene-BTH_RS00115	0	0	0	0	0	0
gene-BTH_RS00125	0	0	0	0	0	0
gene-BTH_RS00130	0	0	0	0	0	0
gene-BTH_RS00110	0	0	0	0	0	0
gene-BTH_RS00120	0	0	0	0	0	0
gene-BTH_RS00135	8.67592480234629	20.5279363888593	19.1403404516921	24.1093737757637	4.35580510415751	25.1687078470242
gene-BTH_RS00140	0	0	0	0	0	0
gene-BTH_RS00145	67.47941512936	111.564871678583	90.6647705606466	82.9362457886273	82.7602969789927	62.3746237947991
gene-BTH_RS00150	50.1275655246674	153.51326342973	42.3102262616351	77.149996082444	66.426027838402	56.9031655671852
gene-BTH_RS00155	1.92798328941029	0	0	1.9287499020611	2.17790255207875	1.09429164552279
gene-BTH_RS00160	0	0	0	0	0	0
gene-BTH_RS00165	212.078161835131	162.438453164017	171.255677725666	181.302490793743	160.075837577788	221.046912395604
gene-BTH_RS00170	153.274671508118	160.65341521716	189.388631837795	194.803740108171	172.054301614222	163.049455182896
gene-BTH_RS00175	457.896031234943	383.783158574326	399.932376806408	447.469977278175	450.825828280302	500.091282003916
gene-BTH_RS00180	5745.39020244265	5991.47986862663	5265.60839689444	4636.71476455488	5155.09534077041	4527.08453752779
gene-BTH_RS00185	1496.11503258238	1861.79457857219	1670.24655099502	1940.32240147347	1949.22278411049	1600.94867739984
gene-BTH_RS00190	424.156323670263	427.51658827233	534.922146307815	171.658741283438	185.121716926694	147.729372145577
gene-BTH_RS00195	416.444390512622	422.161474431759	463.39771619886	224.699363590118	201.455986067285	248.404203533674
gene-BTH_RS00200	154.238663152823	151.728225482873	163.196587009164	142.727492752521	192.74437585897	158.672288600805
gene-BTH_RS00205	145.562738350477	157.083339323445	146.071019236597	156.228742066949	158.986886301749	117.089206070939
gene-BTH_RS00210	707.569867213575	730.080520264648	804.901685310629	756.069961607951	750.287429191131	784.607109839841
gene-BTH_RS00215	556.223178994868	514.98344766834	598.387485700267	694.349964741996	651.192863071548	715.666736171906
gene-BTH_RS00220	526.339438009008	524.801156376055	599.39487203983	572.838720912147	655.548668175705	583.257447063648
gene-BTH_RS00225	126.282905456374	126.73769422687	131.967610482719	132.119368291185	103.450371223741	120.372081007507
gene-BTH_RS00230	104.111097628155	79.4341886351512	98.7238612771485	90.6512453968717	53.3586125259295	74.4118318955498
gene-BTH_RS00235	155.202654797528	166.90104803116	201.477267912548	144.656242654582	103.450371223741	125.843539235121
gene-BTH_RS00240	212.078161835131	199.924250048021	254.868743909373	144.656242654582	124.140445468489	141.16362227244
gene-BTH_RS00245	315.225267818582	323.091868381177	327.40056035789	226.628113492179	206.900742447482	227.612662268741
gene-BTH_RS00250	260.277744070389	317.736754540605	280.053402398442	189.981865353018	200.367034791245	186.029579738875
gene-BTH_RS00255	65.5514318399497	97.2845681037245	86.6352252023956	49.183122502558	32.6685382811813	41.5830825298661
gene-BTH_RS00260	129.174880390489	182.966389552876	84.6204525232701	92.5799952989328	63.1591740102839	103.957706324665
gene-BTH_RS00265	55.9115153928983	140.1254788283	45.3323852803233	64.6131217190468	80.5823944269139	78.788998477641
gene-BTH_RS00270	49.1635738799623	276.680881762886	38.2806809033841	56.8981221108024	47.9138561457326	60.1860405037535
gene-BTH_RS00275	25.0637827623337	134.770364987728	40.2954535825096	39.5393729922525	30.4906357291026	45.9602491119572
gene-BTH_RS00280	76.1553399317063	368.610336026039	88.6499978815211	102.223744809238	96.9166635675046	112.712039488848
gene-BTH_RS00285	129.174880390489	249.012793586597	129.952837803593	182.266865744774	164.431642681946	136.786455690349
gene-BTH_RS00290	4.81995822352572	11.6027466545726	10.0738633956274	3.8574998041222	3.26685382811813	4.37716658209117
gene-BTH_RS00295	202.43824538808	308.811564806318	240.765335155495	234.343113100424	222.146060312033	267.007161507561
gene-BTH_RS00300	90.6152146022834	99.0696060505818	88.6499978815211	136.941243046338	92.5608584633471	125.843539235121
gene-BTH_RS00305	84.8312647340526	74.9715937680078	70.5170437693918	104.152494711299	88.2050533591896	78.788998477641
gene-BTH_RS00310	218.826103348067	238.302565905454	289.119879454506	295.098735015348	276.593624114002	225.424078977695
gene-BTH_RS00315	141.706771771656	140.1254788283	228.676699080742	160.086241871071	135.029958228883	108.334872906756
gene-BTH_RS00320	0	0	0	0	1.08895127603938	0
gene-BTH_RS00325	0	0	0	0	0	0
gene-BTH_RS00330	81.9392897999372	116.919985519155	130.960224143156	112.831869270574	128.496250572647	89.7319149328689
gene-BTH_RS00335	133.994838614015	121.382580386298	114.842042710152	141.763117801491	135.029958228883	123.654955944075
gene-BTH_RS34835	30.8477326305646	29.4531261231459	29.2142038473194	42.4324978453442	28.3127331770238	31.734457720161
gene-BTH_RS00340	188.942362362208	208.849439782308	237.743176136807	216.019989030843	161.164788853828	159.766580246328
gene-BTH_RS34840	96.3991644705143	147.26563061573	131.967610482719	129.226243438094	92.5608584633471	86.4490399963005
gene-BTH_RS00345	709.497850502985	823.795012474658	1152.44997245977	744.497462195584	692.573011561044	496.808407067347
gene-BTH_RS00350	537.90733774547	502.488182040338	712.222142070857	672.169340868293	686.039303904808	448.659574664345
gene-BTH_RS34845	43.3796240117314	84.7893024757232	68.5022710902663	59.7912469638941	64.2481252863233	50.3374156940484
gene-BTH_RS00355	0	0	0	0	0	0
gene-BTH_RS00360	77.1193315764114	106.209757838011	91.6721569002093	103.188119760269	86.0271508071108	61.2803321492763
gene-BTH_RS00365	296.909426569184	390.923310361755	328.407946697453	452.291852033328	439.936315519908	414.736533653138
gene-BTH_RS00370	43.3796240117314	64.2613660868639	51.3767033176997	54.9693722087413	47.9138561457326	39.3944992388205
gene-BTH_RS35495	31.8117242752697	37.4857968840039	29.2142038473194	24.1093737757637	39.2022459374176	28.4515827835926
gene-BTH_RS00375	156.166646442233	156.190820350016	170.248291386103	160.086241871071	140.47471460908	168.52091341051
gene-BTH_RS00380	0	0	0	0	0	0
MSTRG.69.1	92.5431978916937	75.8641127414365	55.4062486759507	88.7224954948106	74.0486867706777	102.863414679142
gene-BTH_RS00385	0	0	0	0	0	0
gene-BTH_RS00395	0	0	0	0	0	0
gene-BTH_RS00400	0	0	0	0	0	0
gene-BTH_RS29265	0	0	0	0	0	0
gene-BTH_RS34850	0	0	0	0	0	0
gene-BTH_RS00425	0	0	0	0	0	0
gene-BTH_RS00430	0	0	0	0	0	0
gene-BTH_RS00435	0	0	0	0	0	0
gene-BTH_RS00445	0	0	0	0	0	0
gene-BTH_RS00450	0	0	0	0	0	0
gene-BTH_RS00455	9.63991644705143	20.5279363888593	8.05909071650192	13.5012493144277	17.42322041663	16.4143746828419
gene-BTH_RS00475	0	0	0	0	0	0
gene-BTH_RS00485	0	0	0	0	0	0
gene-BTH_RS00490	0	0	0	0	0	0
gene-BTH_RS00495	0	0	0	0	0	0
gene-BTH_RS00510	0	0	0	0	0	0
gene-BTH_RS00390	0	0	0	0	0	0
gene-BTH_RS29270	0	0	0	0	0	0
gene-BTH_RS29280	0	0	0	0	0	0
gene-BTH_RS00420	0	0	0	0	0	0
gene-BTH_RS00440	0	0	0	0	0	0
MSTRG.75.1	14.4598746705771	21.420455362288	8.05909071650192	11.5724994123666	13.0674153124725	6.56574987313675
gene-BTH_RS00500	0	0	0	0	0	0
gene-BTH_RS00505	0	0	0	0	0	0
gene-BTH_RS00460	0	0	0	0	0	0
gene-BTH_RS00465	9.63991644705143	9.81770870771531	7.05170437693918	11.5724994123666	11.9784640364332	3.28287493656837
gene-BTH_RS00470	3.85596657882057	4.46259486714332	1.00738633956274	4.82187475515275	2.17790255207875	3.28287493656837
gene-BTH_RS00520	38.5596657882057	47.3035055917192	30.2215901868822	32.7887483350387	31.5795870051419	28.4515827835926
gene-BTH_RS00525	67.47941512936	83.0042645288658	44.3249989407605	53.0406223066802	44.6470023176145	76.6004151865954
gene-BTH_RS00530	53.0195404587829	42.8409107245759	48.3545442990115	56.8981221108024	32.6685382811813	35.0173326567293
MSTRG.82.1	5.78394986823086	5.35511384057199	3.02215901868822	1.9287499020611	4.35580510415751	7.66004151865954
gene-BTH_RS00535	0	0	0	0	0	0
gene-BTH_RS33045	0	0	0	0	0	0
gene-BTH_RS34855	0	0	0	0	0	0
gene-BTH_RS00545	0	0	0	0	0	0
gene-BTH_RS00550	0	0	0	0	0	0
gene-BTH_RS00555	0	0	0	0	0	0
gene-BTH_RS00560	0	0	0	0	0	0
gene-BTH_RS00565	8.67592480234629	5.35511384057199	9.06647705606466	9.6437495103055	4.35580510415751	10.9429164552279
gene-BTH_RS00570	0	0	0	0	0	0
gene-BTH_RS34165	24.0997911176286	177.611275712304	17.1255677725666	34.7174982370998	21.7790255207875	41.5830825298661
gene-BTH_RS00575	155.202654797528	323.984387354605	114.842042710152	191.910615255079	67.5149791144414	155.389413664236
gene-BTH_RS00580	402.94850748675	596.202674250348	361.651695903024	459.042476690542	422.513095103278	420.207991880752
gene-BTH_RS00585	147.490721639887	260.61554024117	161.181814330038	203.483114667446	178.588009270458	224.329787332172
gene-BTH_RS00590	78.0833232211166	277.573400736315	103.760792974962	66.5418716211079	77.3155405987958	60.1860405037535
gene-BTH_RS00595	26.991766051744	347.189880663751	33.2437492055704	36.6462481391609	35.9353921092994	48.1488324030028
gene-BTH_RS34170	1.92798328941029	4.46259486714332	0	0	0	2.18858329104558
gene-BTH_RS00600	0	0	0	0	0	0
gene-BTH_RS00605	0	0	0	0	0	0
gene-BTH_RS00610	14.4598746705771	148.158149589158	17.1255677725666	12.5368743633971	20.6900742447482	25.1687078470242
gene-BTH_RS00615	51.0915571693726	307.919045832889	33.2437492055704	59.7912469638941	49.002807421772	86.4490399963005
gene-BTH_RS00620	30.8477326305646	265.970654081742	32.2363628660077	33.7531232860692	40.291197213457	50.3374156940484
gene-BTH_RS00625	107.967064206976	373.965449866611	106.78295199365	124.404368682941	128.496250572647	142.257913917963
gene-BTH_RS00630	50.1275655246674	157.975858296874	41.3028399220723	50.1474974535886	52.2696612498901	51.4317073395712
gene-BTH_RS00635	28.9197493411543	129.415251147156	13.0960224143156	27.0024986288554	20.6900742447482	33.9230410112065
gene-BTH_RS00640	40.487649077616	190.106541340306	53.3914759968252	52.0762473556497	47.9138561457326	54.7145822761396
gene-BTH_RS00645	0	0	0	0	0	0
gene-BTH_RS00650	157.130638086938	257.045464347455	146.071019236597	189.981865353018	104.53932249978	194.783912903057
gene-BTH_RS00655	22.1718078282183	41.0558727777186	24.1772721495058	25.0737487267943	16.3342691405907	18.6029579738875
gene-BTH_RS00660	263.169719004504	497.133068199766	266.957379984126	267.131861435462	285.305234322317	342.513285048634
gene-BTH_RS00665	10.6039080917566	39.2708348308613	5.0369316978137	10.608124461336	8.71161020831502	19.6972496194102
gene-BTH_RS00670	320.045226042108	1040.67712301782	332.437492055704	376.106230901914	404.000923410609	377.530617705363
gene-BTH_RS00675	0	0	0	0	0	0
gene-BTH_RS00680	186.050387428093	765.781279201795	187.37385915867	192.87499020611	268.970965181726	227.612662268741
gene-BTH_RS00685	79.0473148658217	175.826237765447	55.4062486759507	108.009994515422	95.8277122914652	94.1090815149601
gene-BTH_RS00690	76.1553399317063	164.223491110874	50.369316978137	90.6512453968717	81.6713457029533	101.76912303362
gene-BTH_RS00695	0	0	0	0	0	0
gene-BTH_RS00700	28.9197493411543	83.0042645288658	32.2363628660077	52.0762473556497	56.6254663540476	45.9602491119572
gene-BTH_RS00705	0	0	0	0	0	0
gene-BTH_RS00710	44.3436156564366	74.0790747945792	37.2732945638214	94.5087452009939	95.8277122914652	87.5433316418233
gene-BTH_RS00715	107.967064206976	211.526996702594	91.6721569002093	106.08124461336	84.9381995310714	146.635080500054
gene-BTH_RS00720	221.718078282183	697.057318247787	185.359086479544	192.87499020611	205.811791171442	234.178412141877
gene-BTH_RS29330	28.9197493411543	201.709287994878	37.2732945638214	29.895623481947	46.8249048696932	31.734457720161
gene-BTH_RS00725	50.1275655246674	433.764221086331	58.4284076946389	90.6512453968717	80.5823944269139	77.6947068321182
gene-BTH_RS00735	476.211872484341	556.931839419487	530.892600949564	447.469977278175	603.279006925815	459.602491119572
gene-BTH_RS00740	374.992749790301	504.273219987196	364.673854921712	392.500605069434	399.645118306451	427.868033399411
gene-BTH_RS00750	149.418704929297	419.483917511472	154.130109953099	122.47561878088	142.652617161158	166.332330119464
gene-BTH_RS00755	0.963991644705143	0	0	0	0	0
gene-BTH_RS00760	2.89197493411543	1.78503794685733	3.02215901868822	0.96437495103055	2.17790255207875	1.09429164552279
gene-BTH_RS00765	0	0	0	0	0	0
gene-BTH_RS00770	50.1275655246674	179.396313659162	64.4727257320153	50.1474974535886	54.4475638019689	42.6773741753889
gene-BTH_RS00775	0	0	0	0	0	0
gene-BTH_RS00780	834.816764314654	787.201734564082	1123.23576861245	266.167486484432	313.617967499341	309.68453568295
gene-BTH_RS00785	36.6316824987954	82.1117455554372	30.2215901868822	24.1093737757637	19.6011229687088	32.8287493656837
gene-BTH_RS00790	48.1995822352572	66.0464040337212	45.3323852803233	29.895623481947	35.9353921092994	60.1860405037535
gene-BTH_RS00795	12.5318913811669	23.2054933091453	2.01477267912548	8.67937455927495	6.53370765623626	13.1314997462735
gene-BTH_RS00800	102.183114338745	121.382580386298	87.6426115419583	70.3993714252301	63.1591740102839	94.1090815149601
gene-BTH_RS00805	16.3878579599874	47.3035055917192	21.1551131308175	12.5368743633971	20.6900742447482	13.1314997462735
gene-BTH_RS35500	135.922821903425	116.919985519155	127.938065124468	121.511243829849	72.9597354946383	119.277789361984
gene-BTH_RS00815	22.1718078282183	33.9157209902893	19.1403404516921	22.1806238737026	11.9784640364332	41.5830825298661
gene-BTH_RS00820	20.243824538808	15.1728225482873	11.0812497351901	15.4299992164888	4.35580510415751	19.6972496194102
gene-BTH_RS00825	50.1275655246674	52.6586194322912	54.3988623363879	61.7199968659552	56.6254663540476	61.2803321492763
gene-BTH_RS00830	76.1553399317063	67.8314419805785	62.4579530528899	70.3993714252301	41.3801484894963	74.4118318955498
gene-BTH_RS00835	103.14710598345	117.812504492584	97.7164749375857	103.188119760269	88.2050533591896	121.46637265303
gene-BTH_RS00840	0	0.892518973428665	0	0	0	0
gene-BTH_RS00845	0	0	0	0	0	0
gene-BTH_RS00850	4.81995822352572	4.46259486714332	3.02215901868822	11.5724994123666	1.08895127603938	3.28287493656837
gene-BTH_RS00855	0	0.892518973428665	0	0	1.08895127603938	1.09429164552279
gene-BTH_RS00860	0	0	0	0	0	0
gene-BTH_RS00865	44.3436156564366	45.5184676448619	55.4062486759507	52.0762473556497	39.2022459374176	75.5061235410726
gene-BTH_RS00870	23.1357994729234	26.7755692028599	24.1772721495058	21.2162489226721	17.42322041663	28.4515827835926
gene-BTH_RS00875	74.227356642296	80.3267076085798	92.679543239772	78.1143710334745	57.714417630087	77.6947068321182
gene-BTH_RS00880	0	0	0	0	0	0
gene-BTH_RS00885	0.963991644705143	2.67755692028599	0	0	0	1.09429164552279
gene-BTH_RS00890	0.963991644705143	0	0	0	2.17790255207875	0
gene-BTH_RS00895	0	0	0	0	0	0
gene-BTH_RS00900	147.490721639887	164.223491110874	141.034087538784	94.5087452009939	88.2050533591896	103.957706324665
gene-BTH_RS00905	27.9557576964492	33.9157209902893	34.2511355451331	14.4656242654582	20.6900742447482	16.4143746828419
gene-BTH_RS00910	0	0	0	0	0	0
gene-BTH_RS00915	72.2993733528857	50.8735814854339	35.2585218846959	34.7174982370998	23.9569280728663	47.05454075748
gene-BTH_RS00920	44.3436156564366	36.5932779105753	34.2511355451331	35.6818731881303	21.7790255207875	35.0173326567293
gene-BTH_RS00925	36.6316824987954	43.7334296980046	54.3988623363879	39.5393729922525	35.9353921092994	41.5830825298661
gene-BTH_RS00930	6.747941512936	14.2803035748586	14.1034087538784	16.3943741675193	6.53370765623626	16.4143746828419
gene-BTH_RS00935	1.92798328941029	0.892518973428665	1.00738633956274	0	0	2.18858329104558
gene-BTH_RS00940	0	0	0	0	0	0
gene-BTH_RS00945	0	0	0	0	0	0
gene-BTH_RS00950	61.6954652611292	99.0696060505818	90.6647705606466	72.3281213272912	49.002807421772	70.0346653134587
gene-BTH_RS00955	31.8117242752697	37.4857968840039	45.3323852803233	24.1093737757637	23.9569280728663	36.1116243022521
gene-BTH_RS00960	160.022613021054	192.784098260592	148.085791915723	107.045619564391	119.784640364331	124.749247589598
gene-BTH_RS00965	0	0	0	0	0	0
gene-BTH_RS00970	65.5514318399497	67.8314419805785	56.4136350155134	54.0049972577108	40.291197213457	49.2431240485256
gene-BTH_RS00975	107.967064206976	139.232959854872	107.790338333213	80.0431209355356	82.7602969789927	84.2604567052549
gene-BTH_RS00980	0	0.892518973428665	0	1.9287499020611	0	1.09429164552279
gene-BTH_RS00985	0	0	0	0	0	0
gene-BTH_RS00990	46.2715989458469	50.8735814854339	43.3176126011978	30.8599984329776	44.6470023176145	56.9031655671852
gene-BTH_RS00995	204.36622867749	170.471123924875	184.351700139981	136.941243046338	132.852055676804	153.200830373191
gene-BTH_RS01000	136.88681354813	146.373111642301	131.967610482719	108.009994515422	113.250932708095	111.617747843325
gene-BTH_RS01005	104.111097628155	109.779833731726	105.775565654088	106.08124461336	106.717225051859	114.900622779893
gene-BTH_RS34175	46.2715989458469	59.7987712197205	49.3619306385742	59.7912469638941	88.2050533591896	84.2604567052549
gene-BTH_RS01010	245.817869399811	237.410046932025	274.009084361065	462.899976494664	481.316464009405	439.905241500162
gene-BTH_RS34870	65.5514318399497	122.275099359727	65.4801120715781	87.75812054378	113.250932708095	68.9403736679359
gene-BTH_RS01025	178.338454270451	225.807300277452	231.69885809943	291.241235211226	268.970965181726	198.066787839625
gene-BTH_RS01030	107.967064206976	119.597542439441	99.7312476167112	150.442492360766	139.38576333304	124.749247589598
MSTRG.154.1	6.747941512936	5.35511384057199	4.02954535825096	4.82187475515275	6.53370765623626	3.28287493656837
gene-BTH_RS01035	30.8477326305646	19.6354174154306	27.199431168194	66.5418716211079	68.6039303904808	64.5632070858447
gene-BTH_RS01040	0	0	0	0	0	0
gene-BTH_RS01045	19.2798328941029	18.742898442002	15.1107950934411	37.6106230901914	23.9569280728663	37.2059159477749
gene-BTH_RS01050	0	0	0	0	0	0
gene-BTH_RS34180	36.6316824987954	31.2381640700033	53.3914759968252	56.8981221108024	30.4906357291026	37.2059159477749
gene-BTH_RS01055	642.018435373625	901.444163162952	623.572144189336	274.846861043707	263.526208801529	283.421536190403
gene-BTH_RS01060	256.421777491568	357.007589371466	250.839198551122	116.689369074697	119.784640364331	134.597872399303
gene-BTH_RS01065	56.8755070376034	74.0790747945792	41.3028399220723	25.0737487267943	21.7790255207875	33.9230410112065
gene-BTH_RS01070	84.8312647340526	85.6818214491518	79.5835208254564	38.574998041222	23.9569280728663	37.2059159477749
MSTRG.160.1	0.963991644705143	0	0	0	1.08895127603938	0
MSTRG.160.2	0	0	0	0	0	0
MSTRG.160.3	0	0	0	0	0	0
MSTRG.160.4	0	0	0	0	0	0
gene-BTH_RS01075	0	0	0	0	0	0
gene-BTH_RS34185	0	0	0	0	0	0
gene-BTH_RS01080	0	0	0	0	0	0
gene-BTH_RS01085	0	0	0	0	0	0
gene-BTH_RS01090	0	0	0	0	0	0
gene-BTH_RS01095	0	0	0	0	0	0
gene-BTH_RS01100	0	0	0	0	0	0
gene-BTH_RS01105	0	0	0	0	0	0
gene-BTH_RS01110	0	0	0	0	0	0
gene-BTH_RS29355	0	0	0	0	0	0
gene-BTH_RS01120	60.731473616424	49.0885435385766	55.4062486759507	77.149996082444	31.5795870051419	61.2803321492763
gene-BTH_RS01125	66.5154234846549	61.5838091665779	51.3767033176997	51.1118724046191	21.7790255207875	63.4689154403219
gene-BTH_RS01130	92.5431978916937	68.7239609540072	106.78295199365	93.5443702499633	100.183517395623	89.7319149328689
gene-BTH_RS01135	41.4516407223212	41.0558727777186	28.2068175077567	28.9312485309165	40.291197213457	32.8287493656837
gene-BTH_RS01140	36.6316824987954	39.2708348308613	20.1477267912548	54.9693722087413	16.3342691405907	20.791541264933
gene-BTH_RS01145	321.009217686813	259.723021267742	323.371014999639	424.324978453442	532.497173983255	546.051531115873
gene-BTH_RS34190	112.787022430502	128.522732173728	147.07840557616	135.976868095308	144.830519713237	126.937830880644
gene-BTH_RS01150	0	0	0	0	0	0
gene-BTH_RS01155	52.0555488140777	43.7334296980046	50.369316978137	67.5062465721385	41.3801484894963	51.4317073395712
gene-BTH_RS01160	92.5431978916937	105.317238864582	104.768179314525	116.689369074697	107.806176327898	146.635080500054
gene-BTH_RS01165	352.820941962082	351.652475530894	430.15396699329	347.174982370998	323.418528983695	399.416450615819
gene-BTH_RS01170	100.255131049335	107.10227681144	124.91590610578	108.974369466452	126.318348020568	109.429164552279
gene-BTH_RS01175	451.148089722007	469.464980023478	481.53067031099	513.047473948252	513.985002290586	463.979657701664
gene-BTH_RS01180	126.282905456374	139.232959854872	103.760792974962	155.264367115919	71.8707842185989	142.257913917963
gene-BTH_RS01185	1600.22613021054	2158.11087775051	1359.9715584097	84.8649956906884	80.5823944269139	80.9775817686866
gene-BTH_RS01190	0	0	0	0	0	0
gene-BTH_RS01195	1311.9926284437	1967.11181743678	1050.70395216394	81.9718708375967	82.7602969789927	96.2976648060056
gene-BTH_RS01200	1182.81774805321	1677.04315107246	942.913613830724	100.294994907177	106.717225051859	115.994914425416
gene-BTH_RS01205	611.170702743061	943.392554914099	489.589761027491	65.5774966700774	43.5580510415751	71.1289569589814
gene-BTH_RS01210	734.561633265319	939.822479020384	610.47612177502	92.5799952989328	80.5823944269139	101.76912303362
gene-BTH_RS01215	542.727295968996	579.244813755203	570.180668192511	137.905617997369	142.652617161158	166.332330119464
gene-BTH_RS01220	20.243824538808	24.098012282574	26.1920448286312	18.3231240695804	13.0674153124725	20.791541264933
gene-BTH_RS01225	7.71193315764114	6.24763281400065	2.01477267912548	10.608124461336	1.08895127603938	10.9429164552279
gene-BTH_RS01235	56.8755070376034	41.0558727777186	42.3102262616351	57.862497061833	29.4016844530632	67.8460820224131
gene-BTH_RS01240	0	0	0	0	0	0
gene-BTH_RS01245	34.7036992093851	37.4857968840039	30.2215901868822	25.0737487267943	13.0674153124725	42.6773741753889
gene-BTH_RS34875	0	0	0	1.9287499020611	0	3.28287493656837
gene-BTH_RS34880	17.3518496046926	20.5279363888593	15.1107950934411	17.3587491185499	4.35580510415751	12.0372081007507
gene-BTH_RS01255	84.8312647340526	90.1444163162951	83.6130661837074	67.5062465721385	45.7359535936538	48.1488324030028
gene-BTH_RS01260	211.114170190426	181.181351606019	251.846584890685	221.806238737026	193.833327135009	167.426621764987
gene-BTH_RS01265	165.806562889285	167.793567004589	164.203973348727	161.050616822102	182.943814374615	140.069330626917
gene-BTH_RS01270	80.975298155232	106.209757838011	93.6869295793348	88.7224954948106	90.3829559112683	131.314997462735
gene-BTH_RS01275	79.0473148658217	68.7239609540072	81.5982935045819	72.3281213272912	44.6470023176145	78.788998477641
gene-BTH_RS01280	385.596657882057	293.638742258031	460.375557180172	428.182478257564	406.178825962688	373.153451123272
gene-BTH_RS01285	68.4434067740652	67.8314419805785	62.4579530528899	82.9362457886273	51.1807099738507	78.788998477641
gene-BTH_RS01290	122.426938877553	116.027466545726	126.930678784905	156.228742066949	117.606737812253	128.032122526167
gene-BTH_RS01295	0	0	0	0	0	0
gene-BTH_RS01300	9.63991644705143	8.92518973428665	5.0369316978137	19.287499020611	17.42322041663	15.3200830373191
gene-BTH_RS01305	11.5678997364617	23.2054933091453	17.1255677725666	32.7887483350387	18.5121716926694	25.1687078470242
gene-BTH_RS01310	0	0	0	0	0	0
gene-BTH_RS01315	23.1357994729234	19.6354174154306	18.1329541121293	32.7887483350387	8.71161020831502	43.7716658209117
gene-BTH_RS01320	78.0833232211166	74.9715937680078	48.3545442990115	103.188119760269	42.4690997655357	93.0147898694373
gene-BTH_RS01325	0	0	0	0	0	0
gene-BTH_RS01330	83.8672730893474	56.2286953260059	52.3840896572625	95.4731201520244	40.291197213457	103.957706324665
gene-BTH_RS01335	20.243824538808	19.6354174154306	12.0886360747529	40.5037479432831	11.9784640364332	14.2257913917963
gene-BTH_RS01340	19.2798328941029	15.1728225482873	9.06647705606466	15.4299992164888	5.44475638019689	7.66004151865954
gene-BTH_RS01345	0	0	0	0	0	0
gene-BTH_RS01350	13.495883025872	10.710227681144	8.05909071650192	19.287499020611	7.62265893227564	19.6972496194102
gene-BTH_RS01355	8.67592480234629	14.2803035748586	6.04431803737644	18.3231240695804	6.53370765623626	16.4143746828419
gene-BTH_RS01360	44.3436156564366	34.8082399637179	39.2880672429468	61.7199968659552	22.8679767968269	47.05454075748
gene-BTH_RS01365	0	0	0	0	0	0
gene-BTH_RS01370	69.4073984187703	33.9157209902893	60.4431803737644	78.1143710334745	19.6011229687088	57.9974572127079
gene-BTH_RS01375	0	0	0	0	0	0
gene-BTH_RS01380	41.4516407223212	49.9810625120052	19.1403404516921	40.5037479432831	19.6011229687088	33.9230410112065
gene-BTH_RS01385	483.923805641982	1976.03700717106	547.010782382568	524.619973360619	537.941930363452	540.580072888259
gene-BTH_RS29390	122.426938877553	520.338561508912	111.819883691464	124.404368682941	137.207860780962	123.654955944075
MSTRG.210.1	14.4598746705771	13.38778460143	3.02215901868822	15.4299992164888	9.80056148435439	8.75433316418233
